Channel2,Gender,Race,Age,Age_Group,Province,Watch_Time,watch_time_classification,total_watch_time_hours,avg_watch_time_hours,viewing_date,Day,Date,Month,day_classification,viewing_segment_classification
SuperSport Blitz,male,black,36,4. Adult,Gauteng,0:00:14,1. Skim,0.003889,0.003889,20:00.0,Mon,22,Feb,Weekday,4. Afternoon
SawSee,male,white,26,3. Young Adult,Western Cape,0:00:06,1. Skim,0.001667,0.001667,15:00.0,Sat,27,Feb,Weekend,1. Graveyard
DStv Events 1,male,None,24,3. Young Adult,Limpopo,0:45:00,3. Regular_watch,0.75,0.75,04:00.0,Mon,7,Mar,Weekday,5. Evening
kykNET,male,coloured,55,4. Adult,Western Cape,0:02:54,1. Skim,0.048333,0.048333,00:00.0,Wed,23,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,49,4. Adult,Free State,0:00:54,1. Skim,0.015,0.015,27:00.0,Tue,8,Mar,Weekday,6. Evening_Peak
Boomerang,male,black,32,3. Young Adult,Mpumalanga,0:02:02,1. Skim,0.033889,0.033889,10:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
SawSee,male,black,35,3. Young Adult,Gauteng,0:00:19,1. Skim,0.005278,0.005278,53:00.0,Sun,27,Mar,Weekend,3. Mid_Morning
Boomerang,male,white,49,4. Adult,Gauteng,0:21:02,3. Regular_watch,0.350556,0.350556,34:00.0,Sat,12,Mar,Weekend,4. Afternoon
Africa Magic,male,coloured,27,3. Young Adult,Free State,0:00:19,1. Skim,0.005278,0.005278,25:00.0,Sat,20,Feb,Weekend,6. Evening_Peak
Supersport Live Events,male,None,9,1. Children,Gauteng,0:00:46,1. Skim,0.012778,0.012778,23:00.0,Wed,23,Mar,Weekday,4. Afternoon
Channel O,male,black,23,3. Young Adult,Gauteng,0:03:27,1. Skim,0.0575,0.0575,05:00.0,Wed,24,Feb,Weekday,5. Evening
ICC Cricket World Cup 2011,male,coloured,28,3. Young Adult,Limpopo,0:00:36,1. Skim,0.01,0.01,52:00.0,Wed,30,Mar,Weekday,2. Morning_Peak
Trace TV,male,indian_asian,31,3. Young Adult,Gauteng,0:01:00,1. Skim,0.016667,0.016667,24:00.0,Sun,21,Feb,Weekend,4. Afternoon
Trace TV,male,black,25,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,06:00.0,Thu,24,Mar,Weekday,5. Evening
Trace TV,male,black,34,3. Young Adult,Free State,0:23:33,3. Regular_watch,0.3925,0.3925,54:00.0,Sun,3,Jan,Weekend,5. Evening
ICC Cricket World Cup 2011,male,coloured,36,4. Adult,Free State,0:36:30,3. Regular_watch,0.608333,0.608333,57:00.0,Fri,25,Mar,Weekday,4. Afternoon
Africa Magic,male,black,33,3. Young Adult,Kwazulu Natal,0:00:37,1. Skim,0.010278,0.010278,40:00.0,Thu,3,Mar,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,coloured,47,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,41:00.0,Wed,23,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,None,None,0,1. Children,None,0:06:30,2. Short_watch,0.108333,0.108333,25:00.0,Tue,15,Mar,Weekday,4. Afternoon
Trace TV,male,black,30,3. Young Adult,Gauteng,0:00:33,1. Skim,0.009167,0.009167,41:00.0,Sat,19,Mar,Weekend,4. Afternoon
SuperSport Blitz,female,black,54,4. Adult,Mpumalanga,0:00:36,1. Skim,0.01,0.01,48:00.0,Fri,22,Jan,Weekday,6. Evening_Peak
Boomerang,female,black,54,4. Adult,Mpumalanga,0:00:20,1. Skim,0.005556,0.005556,35:00.0,Sat,23,Jan,Weekend,4. Afternoon
SuperSport Live Events,female,coloured,48,4. Adult,Western Cape,0:00:42,1. Skim,0.011667,0.011667,29:00.0,Sat,13,Feb,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,female,black,26,3. Young Adult,Limpopo,0:01:26,1. Skim,0.023889,0.023889,25:00.0,Fri,25,Mar,Weekday,5. Evening
Supersport Live Events,male,indian_asian,36,4. Adult,Gauteng,0:01:28,1. Skim,0.024445,0.024445,03:00.0,Thu,24,Mar,Weekday,4. Afternoon
Cartoon Network,female,None,37,4. Adult,Western Cape,0:00:53,1. Skim,0.014722,0.014722,59:00.0,Thu,25,Feb,Weekday,6. Evening_Peak
Channel O,male,white,38,4. Adult,Western Cape,0:00:51,1. Skim,0.014167,0.014167,17:00.0,Mon,21,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,None,45,4. Adult,Western Cape,0:00:32,1. Skim,0.008889,0.008889,38:00.0,Tue,9,Feb,Weekday,3. Mid_Morning
SawSee,male,black,35,3. Young Adult,Gauteng,0:03:30,1. Skim,0.058333,0.058333,18:00.0,Wed,6,Jan,Weekday,4. Afternoon
E! Entertainment,male,white,57,4. Adult,Gauteng,0:00:48,1. Skim,0.013333,0.013333,46:00.0,Wed,10,Feb,Weekday,4. Afternoon
Africa Magic,male,black,37,4. Adult,Gauteng,0:00:23,1. Skim,0.006389,0.006389,56:00.0,Tue,16,Feb,Weekday,2. Morning_Peak
SuperSport Blitz,male,black,41,4. Adult,Kwazulu Natal,0:02:58,1. Skim,0.049444,0.049444,51:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
Africa Magic,male,black,50,4. Adult,Eastern Cape,0:04:00,1. Skim,0.066667,0.066667,11:00.0,Tue,29,Mar,Weekday,3. Mid_Morning
SuperSport Blitz,male,black,39,4. Adult,Gauteng,0:00:08,1. Skim,0.002222,0.002222,03:00.0,Sat,20,Feb,Weekend,3. Mid_Morning
SuperSport Blitz,male,white,56,4. Adult,Kwazulu Natal,0:00:34,1. Skim,0.009444,0.009444,48:00.0,Fri,25,Mar,Weekday,4. Afternoon
Africa Magic,male,black,43,4. Adult,Kwazulu Natal,0:01:44,1. Skim,0.028889,0.028889,11:00.0,Fri,1,Jan,Weekday,6. Evening_Peak
Supersport Live Events,male,black,27,3. Young Adult,Gauteng,0:05:46,2. Short_watch,0.096111,0.096111,10:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
Boomerang,male,None,40,4. Adult,Mpumalanga,0:03:45,1. Skim,0.0625,0.0625,27:00.0,Thu,4,Feb,Weekday,6. Evening_Peak
Cartoon Network,female,None,35,3. Young Adult,Gauteng,0:03:00,1. Skim,0.05,0.05,17:00.0,Sat,19,Mar,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,male,white,29,3. Young Adult,Gauteng,1:47:24,4. Long_watch,1.79,1.79,29:00.0,Sat,12,Mar,Weekend,3. Mid_Morning
Boomerang,male,black,49,4. Adult,Mpumalanga,0:01:13,1. Skim,0.020278,0.020278,23:00.0,Fri,8,Jan,Weekday,4. Afternoon
Boomerang,male,black,49,4. Adult,Mpumalanga,0:00:07,1. Skim,0.001944,0.001944,33:00.0,Tue,29,Mar,Weekday,5. Evening
Trace TV,male,white,48,4. Adult,Gauteng,0:08:42,2. Short_watch,0.145,0.145,57:00.0,Sat,2,Jan,Weekend,4. Afternoon
SuperSport Blitz,male,black,25,3. Young Adult,Gauteng,0:00:26,1. Skim,0.007222,0.007222,48:00.0,Sat,16,Jan,Weekend,2. Morning_Peak
Cartoon Network,male,coloured,18,2. Teen,Western Cape,0:02:35,1. Skim,0.043055,0.043055,02:00.0,Sun,6,Mar,Weekend,5. Evening
Supersport Live Events,male,white,41,4. Adult,North West,0:00:36,1. Skim,0.01,0.01,40:00.0,Fri,26,Feb,Weekday,4. Afternoon
Supersport Live Events,male,white,41,4. Adult,Western Cape,0:00:06,1. Skim,0.001667,0.001667,36:00.0,Thu,3,Mar,Weekday,4. Afternoon
Supersport Live Events,male,coloured,29,3. Young Adult,Western Cape,0:07:48,2. Short_watch,0.13,0.13,06:00.0,Fri,19,Feb,Weekday,5. Evening
Supersport Live Events,male,coloured,40,4. Adult,Free State,0:01:48,1. Skim,0.03,0.03,19:00.0,Sat,19,Mar,Weekend,5. Evening
Trace TV,male,coloured,29,3. Young Adult,Western Cape,0:30:36,3. Regular_watch,0.51,0.51,32:00.0,Fri,26,Feb,Weekday,6. Evening_Peak
Trace TV,male,coloured,31,3. Young Adult,Western Cape,0:00:57,1. Skim,0.015833,0.015833,57:00.0,Sat,19,Mar,Weekend,5. Evening
Supersport Live Events,male,indian_asian,37,4. Adult,Gauteng,0:04:06,1. Skim,0.068334,0.068334,47:00.0,Thu,24,Mar,Weekday,5. Evening
SuperSport Blitz,male,coloured,67,5. Senior,Western Cape,0:03:00,1. Skim,0.05,0.05,02:00.0,Thu,14,Jan,Weekday,1. Graveyard
Africa Magic,female,black,24,3. Young Adult,Free State,0:01:23,1. Skim,0.023056,0.023056,23:00.0,Mon,8,Feb,Weekday,6. Evening_Peak
Channel O,male,black,35,3. Young Adult,Gauteng,0:00:27,1. Skim,0.0075,0.0075,04:00.0,Fri,19,Feb,Weekday,4. Afternoon
Channel O,male,None,38,4. Adult,North West,0:00:42,1. Skim,0.011667,0.011667,00:00.0,Wed,16,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,None,32,3. Young Adult,Gauteng,0:01:00,1. Skim,0.016667,0.016667,24:00.0,Wed,23,Mar,Weekday,3. Mid_Morning
E! Entertainment,male,indian_asian,20,3. Young Adult,Kwazulu Natal,0:00:08,1. Skim,0.002222,0.002222,54:00.0,Wed,3,Feb,Weekday,5. Evening
Boomerang,male,black,41,4. Adult,Western Cape,0:07:33,2. Short_watch,0.125834,0.125834,40:00.0,Thu,21,Jan,Weekday,4. Afternoon
kykNET,male,white,45,4. Adult,Gauteng,0:01:03,1. Skim,0.0175,0.0175,42:00.0,Sat,19,Mar,Weekend,6. Evening_Peak
Africa Magic,male,black,40,4. Adult,Gauteng,0:01:17,1. Skim,0.021389,0.021389,06:00.0,Sun,13,Mar,Weekend,1. Graveyard
ICC Cricket World Cup 2011,male,indian_asian,34,3. Young Adult,Gauteng,0:00:40,1. Skim,0.011111,0.011111,13:00.0,Sun,27,Mar,Weekend,2. Morning_Peak
Supersport Live Events,male,None,50,4. Adult,Western Cape,0:08:16,2. Short_watch,0.137777,0.137777,53:00.0,Thu,24,Mar,Weekday,4. Afternoon
Channel O,male,None,50,4. Adult,Mpumalanga,0:52:03,3. Regular_watch,0.8675,0.8675,01:00.0,Thu,28,Jan,Weekday,4. Afternoon
Cartoon Network,female,black,31,3. Young Adult,Gauteng,0:00:04,1. Skim,0.001111,0.001111,32:00.0,Sun,13,Mar,Weekend,4. Afternoon
SuperSport Blitz,male,black,28,3. Young Adult,Limpopo,0:42:02,3. Regular_watch,0.700556,0.700556,12:00.0,Wed,2,Mar,Weekday,3. Mid_Morning
Boomerang,male,black,28,3. Young Adult,Limpopo,0:01:13,1. Skim,0.020278,0.020278,00:00.0,Sat,5,Mar,Weekend,4. Afternoon
Africa Magic,male,black,36,4. Adult,Gauteng,0:00:34,1. Skim,0.009444,0.009444,08:00.0,Sat,13,Feb,Weekend,4. Afternoon
Supersport Live Events,male,black,47,4. Adult,Gauteng,0:00:48,1. Skim,0.013333,0.013333,06:00.0,Sat,20,Feb,Weekend,6. Evening_Peak
Boomerang,male,black,44,4. Adult,Eastern Cape,0:01:19,1. Skim,0.021945,0.021945,55:00.0,Wed,3,Feb,Weekday,2. Morning_Peak
Africa Magic,None,None,0,1. Children,None,0:00:02,1. Skim,0.000556,0.000556,19:00.0,Fri,11,Mar,Weekday,4. Afternoon
Trace TV,male,None,22,3. Young Adult,Western Cape,0:14:12,2. Short_watch,0.236666,0.236666,07:00.0,Wed,13,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,indian_asian,22,3. Young Adult,Gauteng,0:01:12,1. Skim,0.02,0.02,29:00.0,Wed,24,Feb,Weekday,6. Evening_Peak
Channel O,male,coloured,28,3. Young Adult,Western Cape,0:06:45,2. Short_watch,0.1125,0.1125,38:00.0,Fri,1,Jan,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,indian_asian,49,4. Adult,Gauteng,0:08:10,2. Short_watch,0.136111,0.136111,52:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,indian_asian,49,4. Adult,Gauteng,2:07:02,Binge,2.117223,2.117223,08:00.0,Wed,30,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,indian_asian,24,3. Young Adult,Gauteng,0:09:56,2. Short_watch,0.165556,0.165556,03:00.0,Tue,1,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,52,4. Adult,Kwazulu Natal,0:00:44,1. Skim,0.012222,0.012222,58:00.0,Thu,3,Mar,Weekday,4. Afternoon
Africa Magic,male,coloured,44,4. Adult,Northern Cape,0:00:19,1. Skim,0.005278,0.005278,57:00.0,Fri,4,Mar,Weekday,3. Mid_Morning
CNN,male,coloured,39,4. Adult,Gauteng,0:10:09,2. Short_watch,0.169167,0.169167,11:00.0,Wed,2,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,coloured,33,3. Young Adult,Western Cape,0:22:34,3. Regular_watch,0.376111,0.376111,46:00.0,Sat,26,Mar,Weekend,3. Mid_Morning
Supersport Live Events,male,black,29,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,52:00.0,Thu,28,Jan,Weekday,3. Mid_Morning
Africa Magic,male,black,56,4. Adult,Gauteng,0:00:01,1. Skim,0.000278,0.000278,32:00.0,Wed,20,Jan,Weekday,2. Morning_Peak
SuperSport Live Events,male,white,25,3. Young Adult,Eastern Cape,0:01:02,1. Skim,0.017223,0.017223,00:00.0,Sat,13,Feb,Weekend,6. Evening_Peak
SuperSport Blitz,male,indian_asian,31,3. Young Adult,Gauteng,0:37:50,3. Regular_watch,0.630556,0.630556,21:00.0,Wed,30,Mar,Weekday,6. Evening_Peak
Channel O,male,white,44,4. Adult,Mpumalanga,0:00:36,1. Skim,0.01,0.01,49:00.0,Sun,20,Mar,Weekend,4. Afternoon
E! Entertainment,male,coloured,32,3. Young Adult,Western Cape,0:48:50,3. Regular_watch,0.813889,0.813889,16:00.0,Tue,5,Jan,Weekday,6. Evening_Peak
Trace TV,male,white,20,3. Young Adult,Eastern Cape,0:08:39,2. Short_watch,0.144166,0.144166,59:00.0,Wed,2,Mar,Weekday,2. Morning_Peak
M-Net,male,black,22,3. Young Adult,Mpumalanga,0:00:42,1. Skim,0.011667,0.011667,40:00.0,Mon,7,Mar,Weekday,6. Evening_Peak
Cartoon Network,female,black,24,3. Young Adult,Eastern Cape,0:01:04,1. Skim,0.017778,0.017778,58:00.0,Sat,2,Jan,Weekend,3. Mid_Morning
Boomerang,male,black,51,4. Adult,Eastern Cape,0:00:12,1. Skim,0.003333,0.003333,38:00.0,Sat,30,Jan,Weekend,3. Mid_Morning
Cartoon Network,male,None,50,4. Adult,Western Cape,0:07:33,2. Short_watch,0.125834,0.125834,32:00.0,Sat,26,Mar,Weekend,5. Evening
SuperSport Blitz,male,indian_asian,24,3. Young Adult,Kwazulu Natal,0:00:06,1. Skim,0.001667,0.001667,12:00.0,Sun,21,Feb,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,None,22,3. Young Adult,Western Cape,0:32:46,3. Regular_watch,0.546111,0.546111,16:00.0,Thu,3,Mar,Weekday,3. Mid_Morning
Channel O,male,black,32,3. Young Adult,Eastern Cape,0:12:39,2. Short_watch,0.210833,0.210833,02:00.0,Tue,9,Feb,Weekday,2. Morning_Peak
Trace TV,female,black,20,3. Young Adult,Gauteng,0:23:51,3. Regular_watch,0.3975,0.3975,51:00.0,Sat,19,Mar,Weekend,5. Evening
Supersport Live Events,male,white,45,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,10:00.0,Tue,5,Jan,Weekday,3. Mid_Morning
Africa Magic,male,black,27,3. Young Adult,Gauteng,0:00:26,1. Skim,0.007222,0.007222,28:00.0,Fri,11,Mar,Weekday,3. Mid_Morning
Break in transmission,male,indian_asian,29,3. Young Adult,Gauteng,0:00:09,1. Skim,0.0025,0.0025,41:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,38,4. Adult,Limpopo,0:17:04,3. Regular_watch,0.284444,0.284444,10:00.0,Fri,19,Feb,Weekday,4. Afternoon
Trace TV,male,None,41,4. Adult,Gauteng,0:08:39,2. Short_watch,0.144166,0.144166,29:00.0,Thu,31,Mar,Weekday,4. Afternoon
Supersport Live Events,female,white,38,4. Adult,Gauteng,0:00:26,1. Skim,0.007222,0.007222,07:00.0,Sat,5,Mar,Weekend,5. Evening
CNN,male,white,32,3. Young Adult,Gauteng,0:00:37,1. Skim,0.010278,0.010278,56:00.0,Fri,26,Feb,Weekday,2. Morning_Peak
Supersport Live Events,male,white,49,4. Adult,Western Cape,0:00:30,1. Skim,0.008333,0.008333,14:00.0,Sat,12,Mar,Weekend,6. Evening_Peak
CNN,male,coloured,39,4. Adult,Western Cape,0:00:03,1. Skim,0.000833,0.000833,37:00.0,Sun,24,Jan,Weekend,6. Evening_Peak
Vuzu,male,None,30,3. Young Adult,Gauteng,0:01:38,1. Skim,0.027223,0.027223,17:00.0,Sat,23,Jan,Weekend,4. Afternoon
Supersport Live Events,male,coloured,38,4. Adult,Gauteng,2:40:10,Binge,2.669445,2.669445,57:00.0,Fri,19,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,white,36,4. Adult,Free State,0:03:04,1. Skim,0.051111,0.051111,01:00.0,Tue,19,Jan,Weekday,2. Morning_Peak
SuperSport Blitz,male,coloured,34,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,04:00.0,Sat,6,Feb,Weekend,4. Afternoon
CNN,male,None,44,4. Adult,Gauteng,0:00:43,1. Skim,0.011944,0.011944,12:00.0,Sat,16,Jan,Weekend,5. Evening
ICC Cricket World Cup 2011,male,None,30,3. Young Adult,Limpopo,0:08:42,2. Short_watch,0.145,0.145,02:00.0,Fri,25,Mar,Weekday,5. Evening
Africa Magic,female,black,39,4. Adult,Gauteng,0:00:29,1. Skim,0.008056,0.008056,39:00.0,Sun,27,Mar,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,white,47,4. Adult,Gauteng,0:02:10,1. Skim,0.036111,0.036111,08:00.0,Fri,25,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,black,35,3. Young Adult,Eastern Cape,0:00:56,1. Skim,0.015556,0.015556,24:00.0,Thu,3,Mar,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,white,38,4. Adult,Gauteng,0:00:34,1. Skim,0.009444,0.009444,41:00.0,Sun,6,Mar,Weekend,2. Morning_Peak
Trace TV,male,white,39,4. Adult,Gauteng,0:46:42,3. Regular_watch,0.778334,0.778334,52:00.0,Mon,25,Jan,Weekday,5. Evening
Trace TV,male,coloured,59,4. Adult,Western Cape,0:01:24,1. Skim,0.023334,0.023334,50:00.0,Fri,19,Feb,Weekday,3. Mid_Morning
M-Net,male,coloured,59,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,42:00.0,Fri,22,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,white,34,3. Young Adult,Gauteng,0:03:54,1. Skim,0.065,0.065,43:00.0,Sun,21,Feb,Weekend,1. Graveyard
CNN,female,white,37,4. Adult,Gauteng,0:00:42,1. Skim,0.011667,0.011667,30:00.0,Fri,11,Mar,Weekday,4. Afternoon
Cartoon Network,male,None,48,4. Adult,Northern Cape,0:00:19,1. Skim,0.005278,0.005278,07:00.0,Fri,19,Feb,Weekday,6. Evening_Peak
Africa Magic,male,black,39,4. Adult,Gauteng,0:01:39,1. Skim,0.0275,0.0275,12:00.0,Tue,1,Mar,Weekday,4. Afternoon
Trace TV,male,black,55,4. Adult,Kwazulu Natal,0:08:03,2. Short_watch,0.134166,0.134166,28:00.0,Fri,5,Feb,Weekday,6. Evening_Peak
Africa Magic,male,black,55,4. Adult,Kwazulu Natal,0:01:47,1. Skim,0.029723,0.029723,07:00.0,Sun,14,Feb,Weekend,2. Morning_Peak
Cartoon Network,male,black,55,4. Adult,Kwazulu Natal,0:01:20,1. Skim,0.022223,0.022223,22:00.0,Tue,8,Mar,Weekday,2. Morning_Peak
Channel O,male,black,25,3. Young Adult,North West,0:15:18,3. Regular_watch,0.255,0.255,21:00.0,Wed,30,Mar,Weekday,4. Afternoon
Cartoon Network,male,black,32,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,26:00.0,Mon,28,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,coloured,10,1. Children,Limpopo,0:03:08,1. Skim,0.052222,0.052222,11:00.0,Wed,30,Mar,Weekday,4. Afternoon
Africa Magic,female,black,35,3. Young Adult,Gauteng,0:01:46,1. Skim,0.029445,0.029445,18:00.0,Wed,24,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,white,46,4. Adult,Gauteng,0:50:26,3. Regular_watch,0.840555,0.840555,35:00.0,Fri,25,Mar,Weekday,5. Evening
Channel O,male,None,38,4. Adult,Gauteng,0:29:00,3. Regular_watch,0.483333,0.483333,28:00.0,Wed,16,Mar,Weekday,4. Afternoon
Supersport Live Events,male,None,48,4. Adult,Gauteng,0:59:40,3. Regular_watch,0.994444,0.994444,29:00.0,Sat,23,Jan,Weekend,5. Evening
SawSee,None,None,0,1. Children,None,0:00:05,1. Skim,0.001389,0.001389,27:00.0,Sun,6,Mar,Weekend,4. Afternoon
Supersport Live Events,female,black,32,3. Young Adult,Gauteng,1:23:32,4. Long_watch,1.392222,1.392222,48:00.0,Wed,2,Mar,Weekday,3. Mid_Morning
Supersport Live Events,male,black,31,3. Young Adult,Free State,0:00:00,1. Skim,0,0.00E+00,31:00.0,Sun,20,Mar,Weekend,5. Evening
SawSee,female,black,29,3. Young Adult,Eastern Cape,0:00:00,1. Skim,0,0.00E+00,13:00.0,Sat,26,Mar,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,None,42,4. Adult,Gauteng,0:09:08,2. Short_watch,0.152222,0.152222,53:00.0,Sat,12,Mar,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,white,29,3. Young Adult,Gauteng,0:26:24,3. Regular_watch,0.44,0.44,24:00.0,Sat,19,Mar,Weekend,3. Mid_Morning
Africa Magic,male,black,45,4. Adult,Eastern Cape,0:01:10,1. Skim,0.019445,0.019445,48:00.0,Thu,4,Feb,Weekday,5. Evening
SawSee,male,None,35,3. Young Adult,Western Cape,0:00:10,1. Skim,0.002778,0.002778,29:00.0,Wed,9,Mar,Weekday,3. Mid_Morning
Trace TV,male,white,30,3. Young Adult,Western Cape,0:03:48,1. Skim,0.063333,0.063333,45:00.0,Thu,24,Mar,Weekday,3. Mid_Morning
Channel O,male,black,44,4. Adult,Gauteng,0:00:15,1. Skim,0.004167,0.004167,20:00.0,Sun,14,Feb,Weekend,6. Evening_Peak
SuperSport Blitz,male,black,27,3. Young Adult,Mpumalanga,0:02:22,1. Skim,0.039444,0.039444,57:00.0,Fri,4,Mar,Weekday,1. Graveyard
Trace TV,male,black,27,3. Young Adult,Mpumalanga,0:01:33,1. Skim,0.025834,0.025834,27:00.0,Sat,6,Feb,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,black,35,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,15:00.0,Tue,1,Mar,Weekday,4. Afternoon
Africa Magic,female,black,32,3. Young Adult,Eastern Cape,0:00:57,1. Skim,0.015833,0.015833,18:00.0,Mon,11,Jan,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,35,3. Young Adult,Limpopo,0:03:56,1. Skim,0.065556,0.065556,23:00.0,Wed,24,Feb,Weekday,4. Afternoon
Channel O,male,coloured,35,3. Young Adult,Western Cape,0:00:51,1. Skim,0.014167,0.014167,10:00.0,Sat,6,Feb,Weekend,5. Evening
ICC Cricket World Cup 2011,male,white,31,3. Young Adult,Kwazulu Natal,0:02:56,1. Skim,0.048889,0.048889,57:00.0,Wed,24,Feb,Weekday,5. Evening
ICC Cricket World Cup 2011,female,indian_asian,37,4. Adult,Kwazulu Natal,0:13:54,2. Short_watch,0.231667,0.231667,32:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
Break in transmission,male,black,56,4. Adult,Gauteng,0:00:21,1. Skim,0.005833,0.005833,24:00.0,Mon,15,Feb,Weekday,2. Morning_Peak
Cartoon Network,male,black,25,3. Young Adult,Gauteng,0:17:16,3. Regular_watch,0.287777,0.287777,56:00.0,Sun,21,Feb,Weekend,4. Afternoon
Cartoon Network,male,black,25,3. Young Adult,Gauteng,0:00:12,1. Skim,0.003333,0.003333,38:00.0,Wed,24,Feb,Weekday,4. Afternoon
CNN,male,white,38,4. Adult,Mpumalanga,0:00:19,1. Skim,0.005278,0.005278,29:00.0,Wed,30,Mar,Weekday,4. Afternoon
Africa Magic,male,black,21,3. Young Adult,Free State,0:00:53,1. Skim,0.014722,0.014722,54:00.0,Sun,20,Mar,Weekend,4. Afternoon
Boomerang,male,black,36,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,19:00.0,Wed,30,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,white,34,3. Young Adult,Western Cape,0:10:28,2. Short_watch,0.174445,0.174445,13:00.0,Fri,18,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,28,3. Young Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,25:00.0,Fri,26,Feb,Weekday,6. Evening_Peak
Supersport Live Events,male,black,28,3. Young Adult,Kwazulu Natal,0:00:52,1. Skim,0.014444,0.014444,47:00.0,Fri,26,Feb,Weekday,6. Evening_Peak
Africa Magic,male,coloured,29,3. Young Adult,Limpopo,0:00:47,1. Skim,0.013056,0.013056,08:00.0,Sat,19,Mar,Weekend,4. Afternoon
Supersport Live Events,male,black,34,3. Young Adult,Gauteng,0:05:06,2. Short_watch,0.085,0.085,48:00.0,Sat,20,Feb,Weekend,5. Evening
Supersport Live Events,male,white,27,3. Young Adult,Gauteng,0:01:46,1. Skim,0.029445,0.029445,37:00.0,Sat,5,Mar,Weekend,4. Afternoon
Africa Magic,male,black,52,4. Adult,Mpumalanga,0:01:21,1. Skim,0.0225,0.0225,18:00.0,Sun,21,Feb,Weekend,6. Evening_Peak
Supersport Live Events,male,indian_asian,36,4. Adult,Gauteng,0:08:44,2. Short_watch,0.145555,0.145555,49:00.0,Mon,14,Mar,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,indian_asian,36,4. Adult,Gauteng,0:42:08,3. Regular_watch,0.702222,0.702222,05:00.0,Sat,12,Mar,Weekend,5. Evening
Trace TV,female,other,21,3. Young Adult,Limpopo,0:11:30,2. Short_watch,0.191666,0.191666,28:00.0,Wed,30,Mar,Weekday,3. Mid_Morning
Supersport Live Events,male,black,31,3. Young Adult,Gauteng,0:00:22,1. Skim,0.006111,0.006111,52:00.0,Sun,20,Mar,Weekend,5. Evening
Cartoon Network,female,coloured,31,3. Young Adult,Eastern Cape,0:00:08,1. Skim,0.002222,0.002222,54:00.0,Sat,30,Jan,Weekend,5. Evening
Boomerang,male,white,19,2. Teen,Gauteng,0:01:11,1. Skim,0.019723,0.019723,20:00.0,Sun,27,Mar,Weekend,6. Evening_Peak
SuperSport Blitz,male,coloured,46,4. Adult,Western Cape,0:00:04,1. Skim,0.001111,0.001111,42:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
SuperSport Blitz,male,coloured,13,2. Teen,Northern Cape,0:05:38,2. Short_watch,0.093889,0.093889,37:00.0,Thu,25,Feb,Weekday,4. Afternoon
Supersport Live Events,male,indian_asian,42,4. Adult,Gauteng,0:23:48,3. Regular_watch,0.396666,0.396666,47:00.0,Fri,8,Jan,Weekday,2. Morning_Peak
